Mg Mauro VS 21-|2021|Castilla y León|Tempranillo|300€|Nariz: cassis, ervas finas, mineral. Boca: denso cremoso, taninos suaves e polidos, final longo elegante. VS Magnum top. Beba agora-2040. Carne vermelha ou queijo curado.|WA: 94 | JS: 93 | Peñín: 93
Mg Moncerbal 21-|2021|Bierzo|Mencía|465€|Nariz: morango mineral, ervas. Boca: denso puro, taninos firmes mas finos, acidez viva. Moncerbal Magnum top. Beba agora-2040. Pratos de carne.|WA: 98 | Peñín: 94
Mg Moncerbal 22-|2022|Bierzo|Mencía|455€|Nariz: frutas vermelhas frescas, mineral sutil. Boca: tenso elegante, taninos vibrantes. Jovem top. Beba 2026-2045.|WA: 94-96 (estimado) | Peñín: 93
Mg Pingus 21-|2021|Ribera del Duero|Tempranillo|4133€|Nariz: cassis violetas, mineral profundo. Boca: denso eterno, taninos sedosos, final infinito. Pingus Magnum ícone. Beba agora-2050. Luxo máximo.|WA: 100 | JS: 100 | Peñín: 100
Mg Terreus 22-|2022|Castilla y León|Tempranillo|439€|Nariz: frutas escuras, ervas, mineral. Boca: cremoso taninos firmes. Terreus Magnum top. Beba agora-2040.|WA: 95 | Peñín: 94
Mg Teso La Monja 19-|2019|Toro|Tinta de Toro|4542€|Nariz: cassis maduro, especiarias. Boca: denso cremoso eterno. Teso La Monja Magnum top. Beba agora-2045.|WA: 97 | JS: 96
Mg Vega Sicilia Unico-|2012|Ribera del Duero|Tempranillo|2900€|Nariz: cassis mineral maduro. Boca: complexo eterno, taninos elegantes. Unico Magnum lendário. Beba agora-2050.|WA: 96 | JS: 97 | Peñín: 96
Mg. La Faraona 16-|2016|Bierzo|Mencía|4400€|Nariz: morango mineral maduro. Boca: denso puro eterno. Faraona Magnum top. Beba agora-2040.|WA: 98 | JS: 97
Mg. Vega Sicilia Unico 12-|2012|Ribera del Duero|Tempranillo|3045€|Nariz: cassis, ervas maduras. Boca: cremoso longo. Unico Magnum top. Beba agora-2045.|WA: 96 | Peñín: 96
Mg. Vega Sicilia Unico 2011-|2011|Ribera del Duero|Tempranillo|2273€|Nariz: cassis mineral. Boca: denso elegante eterno. Magnum top. Beba agora-2045.|WA: 96 | JS: 95
Moncerbal 20-|2020|Bierzo|Mencía|220€|Nariz: morango, ervas, mineral. Boca: denso cremoso, taninos finos. Moncerbal top. Beba agora-2035.|WA: 94 | Peñín: 93
Moncerbal 21-|2021|Bierzo|Mencía|216€|Nariz: frutas vermelhas frescas. Boca: tenso elegante. Top. Beba agora-2040.|WA: 98 | JS: 94
Moncerbal 22-|2022|Bierzo|Mencía|202€|Nariz: morango mineral. Boca: puro vibrante. Jovem top. Beba 2026-2045.|WA: 94 | Peñín: 93
Nebro 21-|2021|Ribera del Duero|Tempranillo|278€|Nariz: cassis, violetas. Boca: denso cremoso. Nebro top. Beba agora-2040.|WA: 95 | Peñín: 94
Numanthia 20-|2020|Toro|Tinta de Toro|95€|Nariz: frutas escuras, especiarias. Boca: cremoso taninos suaves. Numanthia top. Beba agora-2035.|WA: 93 | JS: 92
Oxer B Kuusu 23-|2023|Toro|Tinta de Toro|198€|Nariz: cassis, ervas. Boca: denso puro. Kuusu top. Beba agora-2040.|WA: 94 | Peñín: 93
Peña Lobera 21-|2021|Ribera del Duero|Tempranillo|189€|Nariz: frutas vermelhas, mineral. Boca: fresco denso. Peña Lobera top. Beba agora-2035.|WA: 93 | Peñín: 92
Peñas Aladas 18-|2018|Ribera del Duero|Tempranillo|393€|Nariz: cassis maduro, ervas. Boca: cremoso complexo. Maduro top. Beba agora.|WA: 94 | JS: 93
Peñas Aladas 19-|2019|Ribera del Duero|Tempranillo|475€|Nariz: frutas escuras, mineral. Boca: denso elegante. Top. Beba agora-2040.|WA: 95 | Peñín: 94
Pesus 18-|2018|Ribera del Duero|Tempranillo|578€|Nariz: cassis mineral maduro. Boca: denso cremoso. Pesus top. Beba agora-2035.|WA: 95 | JS: 94
Picaro del Aguila TO 22-|2022|Ribera del Duero|Tempranillo|72€|Nariz: morango, ervas. Boca: fresco mineral. Picaro TO top. Beba agora-2030.|WA: 92 | Peñín: 91
Pingus 18-|2018|Ribera del Duero|Tempranillo|3617€|Nariz: cassis violetas mineral. Boca: denso eterno. Pingus top. Beba agora-2045.|WA: 98 | JS: 97
Pingus 21-|2021|Ribera del Duero|Tempranillo|2046€|Nariz: frutas escuras, mineral. Boca: cremoso taninos firmes. Top. Beba agora-2045.|WA: 100 | JS: 100 | Peñín: 100
Pingus 22-|2022|Ribera del Duero|Tempranillo|2563€|Nariz: cassis, ervas. Boca: denso puro. Top. Beba agora-2050.|WA: N/A | JS: N/A | Peñín: N/A
Pintia 17-|2017|Toro|Tinta de Toro|119€|Nariz: frutas escuras, especiarias. Boca: cremoso taninos suaves. Pintia top. Beba agora-2035.|WA: 93 | Peñín: 92
Pintia 18-|2018|Toro|Tinta de Toro|114€|Nariz: cassis, ervas. Boca: denso elegante. Top. Beba agora-2035.|WA: 93 | JS: 92
Pintia 20-|2020|Toro|Tinta de Toro|114€|Nariz: frutas vermelhas, mineral. Boca: cremoso equilibrado. Top. Beba agora-2035.|WA: 93 | Peñín: 92
Pradio 22-|2022|Ribeira Sacra|Mencía|41€|Nariz: morango, ervas. Boca: fresco mineral. Pradio top. Beba agora-2028.|WA: 91 | Peñín: 90
PSI 22-|2022|Ribera del Duero|Tempranillo|78€|Nariz: frutas vermelhas, ervas. Boca: fresco puro. PSI top. Beba agora-2030.|WA: 92 | Peñín: 91
Quite 23-|2023|Bierzo|Mencía|41€|Nariz: morango fresco. Boca: leve denso. Quite top. Beba agora-2028.|WA: 91 | Peñín: 90
Raul Perez La Muria 23-|2023|Bierzo|Mencía|1040€|Nariz: morango mineral. Boca: denso cremoso. La Muria top. Beba agora-2040.|WA: 96 | JS: 95
Raul Perez Ultreia de Valtuille 22-|2022|Bierzo|Mencía|160€|Nariz: frutas vermelhas, ervas. Boca: fresco mineral. Valtuille top. Beba agora-2030.|WA: 94 | Peñín: 93
Raul Perez Ultreia Paluezas 21-|2021|Bierzo|Mencía|98€|Nariz: morango, mineral. Boca: denso puro. Paluezas top. Beba agora-2030.|WA: 93 | Peñín: 92
Raul Perez Viariz La Muria 23-|2023|Bierzo|Mencía|310€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Viariz top. Beba agora-2035.|WA: 95 | JS: 94
San Cobate Cucufate Altos del Viso 19-|2019|Ribera del Duero|Tempranillo|58€|Nariz: cassis, ervas. Boca: cremoso equilibrado. Altos del Viso top. Beba agora-2030.|WA: 91 | Peñín: 90
San Cobate Cucufate Bancales Jalon 19-|2019|Ribera del Duero|Tempranillo|58€|Nariz: frutas escuras, mineral. Boca: denso puro. Bancales top. Beba agora-2030.|WA: 92 | Peñín: 91
San Cobate Cucufate Monasterio 19-|2019|Ribera del Duero|Tempranillo|58€|Nariz: cassis mineral. Boca: cremoso taninos suaves. Monasterio top. Beba agora-2030.|WA: 91 | Peñín: 90
San Cobate La Finca 21-|2021|Ribera del Duero|Tempranillo|48€|Nariz: frutas vermelhas, ervas. Boca: fresco mineral. La Finca top. Beba agora-2028.|WA: 90 | Peñín: 89
San Roman-|2021|Toro|Tinta de Toro|66€|Nariz: frutas escuras, especiarias. Boca: denso cremoso. San Roman top. Beba agora-2035.|WA: 93 | Peñín: 92
San Roman 21-|2021|Toro|Tinta de Toro|60€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Top. Beba agora-2035.|WA: 93 | JS: 92
San Roman Garnacha 22-|2022|Toro|Garnacha|92€|Nariz: frutas vermelhas, ervas. Boca: fresco denso. Garnacha top. Beba agora-2030.|WA: 92 | Peñín: 91
Sanchomartin 21-|2021|Ribera del Duero|Tempranillo|296€|Nariz: cassis mineral. Boca: denso elegante. Sanchomartin top. Beba agora-2040.|WA: 94 | Peñín: 93
Sangarida El Morredero TO 22-|2022|Bierzo|Mencía|57€|Nariz: morango, mineral. Boca: fresco puro. Morredero top. Beba agora-2028.|WA: 91 | Peñín: 90
Sangarida Pico Tuerto TO 21-|2021|Bierzo|Mencía|43€|Nariz: frutas vermelhas, ervas. Boca: leve mineral. Pico Tuerto top. Beba agora-2028.|WA: 90 | Peñín: 89
Solano Viñas Viejas 22-|2022|Ribera del Duero|Tempranillo|61€|Nariz: cassis, ervas. Boca: cremoso equilibrado. Viñas Viejas top. Beba agora-2030.|WA: 92 | Peñín: 91
Teso La Monja 19-|2019|Toro|Tinta de Toro|2082€|Nariz: frutas escuras, especiarias. Boca: denso cremoso eterno. Teso La Monja top. Beba agora-2045.|WA: 97 | JS: 96
TM de Tr3smano 19-|2019|Ribera del Duero|Tempranillo|172€|Nariz: cassis mineral. Boca: denso elegante. TM top. Beba agora-2035.|WA: 93 | Peñín: 92
Tr3smano vendimia 22-|2022|Ribera del Duero|Tempranillo|76€|Nariz: frutas vermelhas, ervas. Boca: fresco denso. Vendimia top. Beba agora-2030.|WA: 92 | Peñín: 91
Ultreia Cova La Raposa 21-|2021|Bierzo|Mencía|110€|Nariz: morango, mineral. Boca: denso puro. Cova La Raposa top. Beba agora-2035.|WA: 94 | JS: 93
Valbuena 5º ano 20-|2020|Ribera del Duero|Tempranillo|310€|Nariz: cassis, ervas. Boca: cremoso taninos firmes. Valbuena top. Beba agora-2040.|WA: 95 | Peñín: 94
Valduero 6 anos 16-|2016|Ribera del Duero|Tempranillo|154€|Nariz: cassis maduro, mineral. Boca: denso cremoso. 6 anos top. Beba agora-2035.|WA: 93 | Peñín: 92
